2010-01-31 12:11:34
2010-01-31 18:47:00
2.382701,47.076317,180.000000
2.382718,47.076336,180.000000
2.382723,47.076340,180.000000
2.382261,47.075779,180.000000
2.382307,47.075775,179.000000
2.383103,47.075729,181.000000
2.383931,47.075703,181.000000
2.384394,47.075733,180.000000
2.385049,47.075890,180.000000
2.385892,47.076309,181.000000
2.386251,47.076534,182.000000
2.386548,47.076763,182.000000
2.386983,47.077072,183.000000
2.387594,47.077709,183.000000
2.387751,47.077839,183.000000
2.387860,47.077934,183.000000
2.387933,47.078003,183.000000
2.387933,47.078003,183.000000
2.388262,47.086536,177.000000
2.388262,47.086536,177.000000
2.388302,47.086601,178.000000
2.388486,47.086834,178.000000
2.389076,47.087337,178.000000
2.390276,47.088306,178.000000
2.390853,47.088783,177.000000
2.391365,47.089256,177.000000
2.391643,47.089493,176.000000
2.392005,47.089771,176.000000
2.392603,47.090229,176.000000
2.392830,47.090446,176.000000
2.393029,47.090649,175.000000
2.393239,47.090851,175.000000
2.393466,47.091026,174.000000
2.393468,47.091042,174.000000
2.393587,47.091022,174.000000
2.393670,47.091038,173.000000
2.394006,47.090927,173.000000
2.394120,47.090897,173.000000
2.394286,47.090714,173.000000
2.394698,47.090332,173.000000
2.394888,47.090130,173.000000
2.394957,47.090057,173.000000
2.395443,47.089611,173.000000
2.395962,47.089169,173.000000
2.396305,47.088867,173.000000
2.396589,47.088619,173.000000
2.396837,47.088394,173.000000
2.397345,47.087898,173.000000
2.397365,47.087830,173.000000
2.397373,47.087769,173.000000
2.397429,47.087711,173.000000
2.397430,47.087700,173.000000
2.397572,47.087482,179.000000
2.397784,47.087227,179.000000
2.398049,47.086910,179.000000
2.398180,47.086746,179.000000
2.398383,47.086491,179.000000
2.398392,47.086475,179.000000
2.398418,47.086441,179.000000
2.398404,47.086460,179.000000
2.398417,47.086441,179.000000
2.398425,47.086433,179.000000
2.398425,47.086433,179.000000
2.398419,47.086441,179.000000
2.398409,47.086452,179.000000
2.398396,47.086468,179.000000
2.398383,47.086483,179.000000
2.398763,47.086643,177.000000
2.398774,47.086651,177.000000
2.398781,47.086655,177.000000
2.398783,47.086658,177.000000
2.398783,47.086658,177.000000
2.398830,47.086700,177.000000
2.398971,47.086819,177.000000
2.398987,47.086845,177.000000
2.398984,47.086960,177.000000
2.399017,47.087132,177.000000
2.399002,47.087185,177.000000
2.398987,47.087200,177.000000
2.398926,47.087280,177.000000
2.398853,47.087463,177.000000
2.398802,47.087490,177.000000
2.398768,47.087509,177.000000
2.398746,47.087513,177.000000
2.398723,47.087505,177.000000
2.398714,47.087494,177.000000
2.398714,47.087494,177.000000
2.398324,47.087845,176.000000
2.398324,47.087845,176.000000
2.397924,47.087891,174.000000
2.397883,47.087898,174.000000
2.397878,47.087898,174.000000
2.397871,47.087898,174.000000
2.397865,47.087898,174.000000
2.397861,47.087898,174.000000
2.397858,47.087898,174.000000
2.397788,47.087830,176.000000
2.397717,47.087624,176.000000
2.397831,47.087273,176.000000
2.398168,47.086769,178.000000
2.398329,47.086590,178.000000
2.398353,47.086613,178.000000
2.398384,47.086586,178.000000
2.398403,47.086578,178.000000
2.398399,47.086609,178.000000
2.398397,47.086624,178.000000
2.398404,47.086624,178.000000
2.398525,47.086548,175.000000
2.398728,47.086418,175.000000
2.398940,47.086376,175.000000
2.399248,47.086662,88.000000
2.399258,47.086639,152.000000
2.399271,47.086597,152.000000
2.399300,47.086483,153.000000
2.399318,47.086414,153.000000
2.399324,47.086388,153.000000
2.399311,47.086349,154.000000
2.399293,47.086319,155.000000
2.399273,47.086296,155.000000
2.399251,47.086281,155.000000
2.399231,47.086269,156.000000
2.399201,47.086273,156.000000
2.399181,47.086277,157.000000
2.399167,47.086281,157.000000
2.399156,47.086281,158.000000
2.399149,47.086288,158.000000
